id,participant_id,response_time,correct,trial_number,stimuli_number,response,task,color,attention,time_when,stimulus_chart,stimulus_order,stimulus_index,stimulus_color,stimulus_task,stimulus_trial_index,valid_response_time,valid_correct,stimulus_fields_match,is_answered,participant_type,is_complete
2211,5f4ee7ff2c5da213f015a27e,1259,1,76,barchart-second-07-random-tallest-28,left,tallest,random,dual,2026-03-18T16:22:39Z,barchart,second,7,random,tallest,28,TRUE,TRUE,TRUE,TRUE,study,TRUE
2212,5f4ee7ff2c5da213f015a27e,1110,1,77,barchart-second-22-same-tallest-29,right,tallest,same,dual,2026-03-18T16:22:41Z,barchart,second,22,same,tallest,29,TRUE,TRUE,TRUE,TRUE,study,TRUE
2213,5f4ee7ff2c5da213f015a27e,1039,1,78,barchart-second-13-double-tallest-30,left,tallest,double,dual,2026-03-18T16:22:42Z,barchart,second,13,double,tallest,30,TRUE,TRUE,TRUE,TRUE,study,TRUE
2214,5f4ee7ff2c5da213f015a27e,884,1,79,barchart-second-07-same-tallest-31,left,tallest,same,dual,2026-03-18T16:22:44Z,barchart,second,7,same,tallest,31,TRUE,TRUE,TRUE,TRUE,study,TRUE
2215,5f4ee7ff2c5da213f015a27e,898,1,80,barchart-second-14-same-tallest-32,left,tallest,same,dual,2026-03-18T16:22:45Z,barchart,second,14,same,tallest,32,TRUE,TRUE,TRUE,TRUE,study,TRUE
2216,5f4ee7ff2c5da213f015a27e,1210,1,81,barchart-second-16-random-tallest-33,left,tallest,random,dual,2026-03-18T16:22:47Z,barchart,second,16,random,tallest,33,TRUE,TRUE,TRUE,TRUE,study,TRUE
2217,5f4ee7ff2c5da213f015a27e,1026,1,82,barchart-second-06-random-tallest-34,right,tallest,random,dual,2026-03-18T16:22:49Z,barchart,second,6,random,tallest,34,TRUE,TRUE,TRUE,TRUE,study,TRUE
2218,5f4ee7ff2c5da213f015a27e,1677,1,83,barchart-second-08-random-tallest-35,left,tallest,random,dual,2026-03-18T16:22:51Z,barchart,second,8,random,tallest,35,TRUE,TRUE,TRUE,TRUE,study,TRUE
2219,5f4ee7ff2c5da213f015a27e,838,1,84,barchart-second-17-same-tallest-36,left,tallest,same,dual,2026-03-18T16:22:52Z,barchart,second,17,same,tallest,36,TRUE,TRUE,TRUE,TRUE,study,TRUE
2220,5f4ee7ff2c5da213f015a27e,1314,1,85,barchart-second-31-same-tallest-37,right,tallest,same,dual,2026-03-18T16:22:54Z,barchart,second,31,same,tallest,37,TRUE,TRUE,TRUE,TRUE,study,TRUE
2221,5f4ee7ff2c5da213f015a27e,989,1,86,barchart-second-11-random-tallest-38,left,tallest,random,dual,2026-03-18T16:22:56Z,barchart,second,11,random,tallest,38,TRUE,TRUE,TRUE,TRUE,study,TRUE
2222,5f4ee7ff2c5da213f015a27e,1128,1,87,barchart-second-27-random-tallest-39,right,tallest,random,dual,2026-03-18T16:22:57Z,barchart,second,27,random,tallest,39,TRUE,TRUE,TRUE,TRUE,study,TRUE
2223,5f4ee7ff2c5da213f015a27e,716,1,88,barchart-second-05-random-tallest-40,right,tallest,random,dual,2026-03-18T16:22:58Z,barchart,second,5,random,tallest,40,TRUE,TRUE,TRUE,TRUE,study,TRUE
2224,5f4ee7ff2c5da213f015a27e,1435,1,89,barchart-second-30-double-tallest-41,right,tallest,double,dual,2026-03-18T16:23:00Z,barchart,second,30,double,tallest,41,TRUE,TRUE,TRUE,TRUE,study,TRUE
2225,5f4ee7ff2c5da213f015a27e,749,1,90,barchart-second-09-same-tallest-42,left,tallest,same,dual,2026-03-18T16:23:02Z,barchart,second,9,same,tallest,42,TRUE,TRUE,TRUE,TRUE,study,TRUE
2226,5f4ee7ff2c5da213f015a27e,1155,1,91,barchart-second-24-double-tallest-43,right,tallest,double,dual,2026-03-18T16:23:04Z,barchart,second,24,double,tallest,43,TRUE,TRUE,TRUE,TRUE,study,TRUE
2227,5f4ee7ff2c5da213f015a27e,1286,1,92,barchart-second-28-double-tallest-44,right,tallest,double,dual,2026-03-18T16:23:05Z,barchart,second,28,double,tallest,44,TRUE,TRUE,TRUE,TRUE,study,TRUE
2228,5f4ee7ff2c5da213f015a27e,1567,1,93,barchart-second-15-same-tallest-45,right,tallest,same,dual,2026-03-18T16:23:08Z,barchart,second,15,same,tallest,45,TRUE,TRUE,TRUE,TRUE,study,TRUE
2229,5f4ee7ff2c5da213f015a27e,694,1,94,barchart-second-30-same-tallest-46,right,tallest,same,dual,2026-03-18T16:23:09Z,barchart,second,30,same,tallest,46,TRUE,TRUE,TRUE,TRUE,study,TRUE
2230,5f4ee7ff2c5da213f015a27e,947,1,95,barchart-second-21-double-tallest-47,left,tallest,double,dual,2026-03-18T16:23:10Z,barchart,second,21,double,tallest,47,TRUE,TRUE,TRUE,TRUE,study,TRUE
1025,60a2a8570a0f9cc00d6b9d1a,2596,1,0,barchart-first-24-random-tallest-0,right,tallest,random,single,2026-03-17T22:01:51Z,barchart,first,24,random,tallest,0,TRUE,TRUE,TRUE,TRUE,study,TRUE
1026,60a2a8570a0f9cc00d6b9d1a,1641,1,1,barchart-first-22-double-tallest-1,right,tallest,double,single,2026-03-17T22:01:53Z,barchart,first,22,double,tallest,1,TRUE,TRUE,TRUE,TRUE,study,TRUE
1027,60a2a8570a0f9cc00d6b9d1a,1003,1,2,barchart-first-27-random-tallest-2,right,tallest,random,single,2026-03-17T22:01:55Z,barchart,first,27,random,tallest,2,TRUE,TRUE,TRUE,TRUE,study,TRUE
1028,60a2a8570a0f9cc00d6b9d1a,970,1,3,barchart-first-20-same-tallest-3,right,tallest,same,single,2026-03-17T22:01:56Z,barchart,first,20,same,tallest,3,TRUE,TRUE,TRUE,TRUE,study,TRUE
1029,60a2a8570a0f9cc00d6b9d1a,1574,1,4,barchart-first-20-double-tallest-4,right,tallest,double,single,2026-03-17T22:01:59Z,barchart,first,20,double,tallest,4,TRUE,TRUE,TRUE,TRUE,study,TRUE
1030,60a2a8570a0f9cc00d6b9d1a,1922,1,5,barchart-first-22-random-tallest-5,right,tallest,random,single,2026-03-17T22:02:01Z,barchart,first,22,random,tallest,5,TRUE,TRUE,TRUE,TRUE,study,TRUE
1031,60a2a8570a0f9cc00d6b9d1a,1628,1,6,barchart-first-15-same-tallest-6,right,tallest,same,single,2026-03-17T22:02:03Z,barchart,first,15,same,tallest,6,TRUE,TRUE,TRUE,TRUE,study,TRUE
1032,60a2a8570a0f9cc00d6b9d1a,1310,1,7,barchart-first-29-double-tallest-7,left,tallest,double,single,2026-03-17T22:02:05Z,barchart,first,29,double,tallest,7,TRUE,TRUE,TRUE,TRUE,study,TRUE
1033,60a2a8570a0f9cc00d6b9d1a,848,1,8,barchart-first-02-random-tallest-8,left,tallest,random,single,2026-03-17T22:02:07Z,barchart,first,2,random,tallest,8,TRUE,TRUE,TRUE,TRUE,study,TRUE
1034,60a2a8570a0f9cc00d6b9d1a,954,1,9,barchart-first-30-same-tallest-9,right,tallest,same,single,2026-03-17T22:02:08Z,barchart,first,30,same,tallest,9,TRUE,TRUE,TRUE,TRUE,study,TRUE
1035,60a2a8570a0f9cc00d6b9d1a,872,1,10,barchart-first-10-same-tallest-10,right,tallest,same,single,2026-03-17T22:02:10Z,barchart,first,10,same,tallest,10,TRUE,TRUE,TRUE,TRUE,study,TRUE
1036,60a2a8570a0f9cc00d6b9d1a,2138,1,11,barchart-first-14-same-tallest-11,left,tallest,same,single,2026-03-17T22:02:13Z,barchart,first,14,same,tallest,11,TRUE,TRUE,TRUE,TRUE,study,TRUE
1037,60a2a8570a0f9cc00d6b9d1a,1179,1,12,barchart-first-28-random-tallest-12,right,tallest,random,single,2026-03-17T22:02:14Z,barchart,first,28,random,tallest,12,TRUE,TRUE,TRUE,TRUE,study,TRUE
1038,60a2a8570a0f9cc00d6b9d1a,1259,1,13,barchart-first-14-random-tallest-13,left,tallest,random,single,2026-03-17T22:02:16Z,barchart,first,14,random,tallest,13,TRUE,TRUE,TRUE,TRUE,study,TRUE
1039,60a2a8570a0f9cc00d6b9d1a,1040,1,14,barchart-first-00-random-tallest-14,right,tallest,random,single,2026-03-17T22:02:18Z,barchart,first,0,random,tallest,14,TRUE,TRUE,TRUE,TRUE,study,TRUE
1040,60a2a8570a0f9cc00d6b9d1a,1269,1,15,barchart-first-22-same-tallest-15,right,tallest,same,single,2026-03-17T22:02:20Z,barchart,first,22,same,tallest,15,TRUE,TRUE,TRUE,TRUE,study,TRUE
1041,60a2a8570a0f9cc00d6b9d1a,1133,1,16,barchart-first-09-random-tallest-16,left,tallest,random,single,2026-03-17T22:02:22Z,barchart,first,9,random,tallest,16,TRUE,TRUE,TRUE,TRUE,study,TRUE
1042,60a2a8570a0f9cc00d6b9d1a,1768,1,17,barchart-first-11-double-tallest-17,left,tallest,double,single,2026-03-17T22:02:25Z,barchart,first,11,double,tallest,17,TRUE,TRUE,TRUE,TRUE,study,TRUE
1043,60a2a8570a0f9cc00d6b9d1a,751,1,18,barchart-first-00-double-tallest-18,right,tallest,double,single,2026-03-17T22:02:26Z,barchart,first,0,double,tallest,18,TRUE,TRUE,TRUE,TRUE,study,TRUE
1044,60a2a8570a0f9cc00d6b9d1a,931,1,19,barchart-first-12-double-tallest-19,right,tallest,double,single,2026-03-17T22:02:28Z,barchart,first,12,double,tallest,19,TRUE,TRUE,TRUE,TRUE,study,TRUE
1045,60a2a8570a0f9cc00d6b9d1a,1332,1,20,barchart-first-03-double-tallest-20,left,tallest,double,single,2026-03-17T22:02:30Z,barchart,first,3,double,tallest,20,TRUE,TRUE,TRUE,TRUE,study,TRUE
1046,60a2a8570a0f9cc00d6b9d1a,1602,1,21,barchart-first-25-same-tallest-21,right,tallest,same,single,2026-03-17T22:02:32Z,barchart,first,25,same,tallest,21,TRUE,TRUE,TRUE,TRUE,study,TRUE
1047,60a2a8570a0f9cc00d6b9d1a,1108,1,22,barchart-first-06-random-tallest-22,right,tallest,random,single,2026-03-17T22:02:34Z,barchart,first,6,random,tallest,22,TRUE,TRUE,TRUE,TRUE,study,TRUE
1048,60a2a8570a0f9cc00d6b9d1a,933,1,23,barchart-first-19-double-tallest-23,right,tallest,double,single,2026-03-17T22:02:36Z,barchart,first,19,double,tallest,23,TRUE,TRUE,TRUE,TRUE,study,TRUE
1049,60a2a8570a0f9cc00d6b9d1a,1068,1,24,barchart-first-26-double-tallest-24,left,tallest,double,single,2026-03-17T22:02:43Z,barchart,first,26,double,tallest,24,TRUE,TRUE,TRUE,TRUE,study,TRUE
1050,60a2a8570a0f9cc00d6b9d1a,861,1,25,barchart-first-10-random-tallest-25,right,tallest,random,single,2026-03-17T22:02:44Z,barchart,first,10,random,tallest,25,TRUE,TRUE,TRUE,TRUE,study,TRUE
1051,60a2a8570a0f9cc00d6b9d1a,831,1,26,barchart-first-18-random-tallest-26,left,tallest,random,single,2026-03-17T22:02:46Z,barchart,first,18,random,tallest,26,TRUE,TRUE,TRUE,TRUE,study,TRUE
1052,60a2a8570a0f9cc00d6b9d1a,1580,1,27,barchart-first-04-random-tallest-27,left,tallest,random,single,2026-03-17T22:02:48Z,barchart,first,4,random,tallest,27,TRUE,TRUE,TRUE,TRUE,study,TRUE
1053,60a2a8570a0f9cc00d6b9d1a,1915,1,28,barchart-first-02-same-tallest-28,left,tallest,same,single,2026-03-17T22:02:51Z,barchart,first,2,same,tallest,28,TRUE,TRUE,TRUE,TRUE,study,TRUE
1054,60a2a8570a0f9cc00d6b9d1a,880,1,29,barchart-first-31-double-tallest-29,right,tallest,double,single,2026-03-17T22:02:53Z,barchart,first,31,double,tallest,29,TRUE,TRUE,TRUE,TRUE,study,TRUE
1055,60a2a8570a0f9cc00d6b9d1a,1058,1,30,barchart-first-14-double-tallest-30,left,tallest,double,single,2026-03-17T22:02:54Z,barchart,first,14,double,tallest,30,TRUE,TRUE,TRUE,TRUE,study,TRUE
1056,60a2a8570a0f9cc00d6b9d1a,759,1,31,barchart-first-12-same-tallest-31,right,tallest,same,single,2026-03-17T22:02:56Z,barchart,first,12,same,tallest,31,TRUE,TRUE,TRUE,TRUE,study,TRUE
1057,60a2a8570a0f9cc00d6b9d1a,854,1,32,barchart-first-08-double-tallest-32,left,tallest,double,single,2026-03-17T22:02:58Z,barchart,first,8,double,tallest,32,TRUE,TRUE,TRUE,TRUE,study,TRUE
1058,60a2a8570a0f9cc00d6b9d1a,1153,1,33,barchart-first-21-random-tallest-33,left,tallest,random,single,2026-03-17T22:02:59Z,barchart,first,21,random,tallest,33,TRUE,TRUE,TRUE,TRUE,study,TRUE
1059,60a2a8570a0f9cc00d6b9d1a,1151,1,34,barchart-first-04-double-tallest-34,left,tallest,double,single,2026-03-17T22:03:01Z,barchart,first,4,double,tallest,34,TRUE,TRUE,TRUE,TRUE,study,TRUE
1060,60a2a8570a0f9cc00d6b9d1a,1047,1,35,barchart-first-23-double-tallest-35,right,tallest,double,single,2026-03-17T22:03:03Z,barchart,first,23,double,tallest,35,TRUE,TRUE,TRUE,TRUE,study,TRUE
1061,60a2a8570a0f9cc00d6b9d1a,1060,1,36,barchart-first-03-random-tallest-36,left,tallest,random,single,2026-03-17T22:03:05Z,barchart,first,3,random,tallest,36,TRUE,TRUE,TRUE,TRUE,study,TRUE
1062,60a2a8570a0f9cc00d6b9d1a,1363,1,37,barchart-first-11-same-tallest-37,left,tallest,same,single,2026-03-17T22:03:07Z,barchart,first,11,same,tallest,37,TRUE,TRUE,TRUE,TRUE,study,TRUE
1063,60a2a8570a0f9cc00d6b9d1a,772,1,38,barchart-first-07-random-tallest-38,left,tallest,random,single,2026-03-17T22:03:08Z,barchart,first,7,random,tallest,38,TRUE,TRUE,TRUE,TRUE,study,TRUE
1064,60a2a8570a0f9cc00d6b9d1a,871,1,39,barchart-first-07-same-tallest-39,left,tallest,same,single,2026-03-17T22:03:10Z,barchart,first,7,same,tallest,39,TRUE,TRUE,TRUE,TRUE,study,TRUE
1065,60a2a8570a0f9cc00d6b9d1a,1595,1,40,barchart-first-04-same-tallest-40,left,tallest,same,single,2026-03-17T22:03:12Z,barchart,first,4,same,tallest,40,TRUE,TRUE,TRUE,TRUE,study,TRUE
1066,60a2a8570a0f9cc00d6b9d1a,1924,1,41,barchart-first-16-double-tallest-41,left,tallest,double,single,2026-03-17T22:03:15Z,barchart,first,16,double,tallest,41,TRUE,TRUE,TRUE,TRUE,study,TRUE
1067,60a2a8570a0f9cc00d6b9d1a,1104,1,42,barchart-first-06-double-tallest-42,right,tallest,double,single,2026-03-17T22:03:16Z,barchart,first,6,double,tallest,42,TRUE,TRUE,TRUE,TRUE,study,TRUE
1068,60a2a8570a0f9cc00d6b9d1a,900,1,43,barchart-first-26-same-tallest-43,left,tallest,same,single,2026-03-17T22:03:18Z,barchart,first,26,same,tallest,43,TRUE,TRUE,TRUE,TRUE,study,TRUE
1069,60a2a8570a0f9cc00d6b9d1a,1085,1,44,barchart-first-13-same-tallest-44,left,tallest,same,single,2026-03-17T22:03:19Z,barchart,first,13,same,tallest,44,TRUE,TRUE,TRUE,TRUE,study,TRUE
1070,60a2a8570a0f9cc00d6b9d1a,1093,1,45,barchart-first-05-same-tallest-45,right,tallest,same,single,2026-03-17T22:03:21Z,barchart,first,5,same,tallest,45,TRUE,TRUE,TRUE,TRUE,study,TRUE
1071,60a2a8570a0f9cc00d6b9d1a,1446,1,46,barchart-first-01-same-tallest-46,left,tallest,same,single,2026-03-17T22:03:23Z,barchart,first,1,same,tallest,46,TRUE,TRUE,TRUE,TRUE,study,TRUE
1072,60a2a8570a0f9cc00d6b9d1a,937,1,47,barchart-first-20-random-tallest-47,right,tallest,random,single,2026-03-17T22:03:25Z,barchart,first,20,random,tallest,47,TRUE,TRUE,TRUE,TRUE,study,TRUE
1073,60a2a8570a0f9cc00d6b9d1a,3383,1,48,barchart-second-27-same-shortest-0,right,shortest,same,single,2026-03-17T22:03:35Z,barchart,second,27,same,shortest,0,TRUE,TRUE,TRUE,TRUE,study,TRUE
1074,60a2a8570a0f9cc00d6b9d1a,1272,1,49,barchart-second-29-random-shortest-1,left,shortest,random,single,2026-03-17T22:03:37Z,barchart,second,29,random,shortest,1,TRUE,TRUE,TRUE,TRUE,study,TRUE
1075,60a2a8570a0f9cc00d6b9d1a,1763,1,50,barchart-second-06-same-shortest-2,left,shortest,same,single,2026-03-17T22:03:40Z,barchart,second,6,same,shortest,2,TRUE,TRUE,TRUE,TRUE,study,TRUE
1076,60a2a8570a0f9cc00d6b9d1a,1424,1,51,barchart-second-29-same-shortest-3,left,shortest,same,single,2026-03-17T22:03:42Z,barchart,second,29,same,shortest,3,TRUE,TRUE,TRUE,TRUE,study,TRUE
1077,60a2a8570a0f9cc00d6b9d1a,1181,1,52,barchart-second-00-same-shortest-4,left,shortest,same,single,2026-03-17T22:03:44Z,barchart,second,0,same,shortest,4,TRUE,TRUE,TRUE,TRUE,study,TRUE
1078,60a2a8570a0f9cc00d6b9d1a,1361,1,53,barchart-second-21-same-shortest-5,left,shortest,same,single,2026-03-17T22:03:46Z,barchart,second,21,same,shortest,5,TRUE,TRUE,TRUE,TRUE,study,TRUE
1079,60a2a8570a0f9cc00d6b9d1a,1967,1,54,barchart-second-28-same-shortest-6,right,shortest,same,single,2026-03-17T22:03:48Z,barchart,second,28,same,shortest,6,TRUE,TRUE,TRUE,TRUE,study,TRUE
1080,60a2a8570a0f9cc00d6b9d1a,1278,1,55,barchart-second-30-random-shortest-7,left,shortest,random,single,2026-03-17T22:03:50Z,barchart,second,30,random,shortest,7,TRUE,TRUE,TRUE,TRUE,study,TRUE
1081,60a2a8570a0f9cc00d6b9d1a,1570,1,56,barchart-second-23-random-shortest-8,right,shortest,random,single,2026-03-17T22:03:53Z,barchart,second,23,random,shortest,8,TRUE,TRUE,TRUE,TRUE,study,TRUE
1082,60a2a8570a0f9cc00d6b9d1a,1783,1,57,barchart-second-02-double-shortest-9,right,shortest,double,single,2026-03-17T22:03:56Z,barchart,second,2,double,shortest,9,TRUE,TRUE,TRUE,TRUE,study,TRUE
1083,60a2a8570a0f9cc00d6b9d1a,1276,1,58,barchart-second-19-random-shortest-10,left,shortest,random,single,2026-03-17T22:03:58Z,barchart,second,19,random,shortest,10,TRUE,TRUE,TRUE,TRUE,study,TRUE
1084,60a2a8570a0f9cc00d6b9d1a,2127,1,59,barchart-second-15-random-shortest-11,right,shortest,random,single,2026-03-17T22:04:00Z,barchart,second,15,random,shortest,11,TRUE,TRUE,TRUE,TRUE,study,TRUE
1085,60a2a8570a0f9cc00d6b9d1a,1515,1,60,barchart-second-07-double-shortest-12,left,shortest,double,single,2026-03-17T22:04:03Z,barchart,second,7,double,shortest,12,TRUE,TRUE,TRUE,TRUE,study,TRUE
1086,60a2a8570a0f9cc00d6b9d1a,1183,1,61,barchart-second-09-double-shortest-13,left,shortest,double,single,2026-03-17T22:04:04Z,barchart,second,9,double,shortest,13,TRUE,TRUE,TRUE,TRUE,study,TRUE
1087,60a2a8570a0f9cc00d6b9d1a,2421,1,62,barchart-second-24-same-shortest-14,left,shortest,same,single,2026-03-17T22:04:08Z,barchart,second,24,same,shortest,14,TRUE,TRUE,TRUE,TRUE,study,TRUE
1088,60a2a8570a0f9cc00d6b9d1a,2852,1,63,barchart-second-17-random-shortest-15,right,shortest,random,single,2026-03-17T22:04:11Z,barchart,second,17,random,shortest,15,TRUE,TRUE,TRUE,TRUE,study,TRUE
1089,60a2a8570a0f9cc00d6b9d1a,2272,1,64,barchart-second-11-random-shortest-16,right,shortest,random,single,2026-03-17T22:04:14Z,barchart,second,11,random,shortest,16,TRUE,TRUE,TRUE,TRUE,study,TRUE
1090,60a2a8570a0f9cc00d6b9d1a,2297,1,65,barchart-second-24-double-shortest-17,left,shortest,double,single,2026-03-17T22:04:17Z,barchart,second,24,double,shortest,17,TRUE,TRUE,TRUE,TRUE,study,TRUE
1091,60a2a8570a0f9cc00d6b9d1a,2649,1,66,barchart-second-31-same-shortest-18,right,shortest,same,single,2026-03-17T22:04:21Z,barchart,second,31,same,shortest,18,TRUE,TRUE,TRUE,TRUE,study,TRUE
1092,60a2a8570a0f9cc00d6b9d1a,1782,1,67,barchart-second-31-random-shortest-19,right,shortest,random,single,2026-03-17T22:04:23Z,barchart,second,31,random,shortest,19,TRUE,TRUE,TRUE,TRUE,study,TRUE
1093,60a2a8570a0f9cc00d6b9d1a,1452,1,68,barchart-second-17-same-shortest-20,right,shortest,same,single,2026-03-17T22:04:26Z,barchart,second,17,same,shortest,20,TRUE,TRUE,TRUE,TRUE,study,TRUE
1094,60a2a8570a0f9cc00d6b9d1a,1555,1,69,barchart-second-09-same-shortest-21,left,shortest,same,single,2026-03-17T22:04:28Z,barchart,second,9,same,shortest,21,TRUE,TRUE,TRUE,TRUE,study,TRUE
1095,60a2a8570a0f9cc00d6b9d1a,1596,1,70,barchart-second-01-double-shortest-22,right,shortest,double,single,2026-03-17T22:04:30Z,barchart,second,1,double,shortest,22,TRUE,TRUE,TRUE,TRUE,study,TRUE
1096,60a2a8570a0f9cc00d6b9d1a,1846,1,71,barchart-second-25-double-shortest-23,right,shortest,double,single,2026-03-17T22:04:33Z,barchart,second,25,double,shortest,23,TRUE,TRUE,TRUE,TRUE,study,TRUE
1097,60a2a8570a0f9cc00d6b9d1a,2054,1,72,barchart-second-08-random-shortest-24,left,shortest,random,single,2026-03-17T22:04:38Z,barchart,second,8,random,shortest,24,TRUE,TRUE,TRUE,TRUE,study,TRUE
1098,60a2a8570a0f9cc00d6b9d1a,1956,1,73,barchart-second-18-double-shortest-25,right,shortest,double,single,2026-03-17T22:04:40Z,barchart,second,18,double,shortest,25,TRUE,TRUE,TRUE,TRUE,study,TRUE
1099,60a2a8570a0f9cc00d6b9d1a,1195,1,74,barchart-second-05-double-shortest-26,left,shortest,double,single,2026-03-17T22:04:42Z,barchart,second,5,double,shortest,26,TRUE,TRUE,TRUE,TRUE,study,TRUE
1100,60a2a8570a0f9cc00d6b9d1a,1407,1,75,barchart-second-01-random-shortest-27,right,shortest,random,single,2026-03-17T22:04:45Z,barchart,second,1,random,shortest,27,TRUE,TRUE,TRUE,TRUE,study,TRUE
1101,60a2a8570a0f9cc00d6b9d1a,1185,1,76,barchart-second-27-double-shortest-28,right,shortest,double,single,2026-03-17T22:04:47Z,barchart,second,27,double,shortest,28,TRUE,TRUE,TRUE,TRUE,study,TRUE
1102,60a2a8570a0f9cc00d6b9d1a,2561,1,77,barchart-second-13-random-shortest-29,left,shortest,random,single,2026-03-17T22:04:50Z,barchart,second,13,random,shortest,29,TRUE,TRUE,TRUE,TRUE,study,TRUE
1103,60a2a8570a0f9cc00d6b9d1a,2392,1,78,barchart-second-12-random-shortest-30,left,shortest,random,single,2026-03-17T22:04:53Z,barchart,second,12,random,shortest,30,TRUE,TRUE,TRUE,TRUE,study,TRUE
1104,60a2a8570a0f9cc00d6b9d1a,1356,1,79,barchart-second-26-random-shortest-31,left,shortest,random,single,2026-03-17T22:04:55Z,barchart,second,26,random,shortest,31,TRUE,TRUE,TRUE,TRUE,study,TRUE
1105,60a2a8570a0f9cc00d6b9d1a,1008,1,80,barchart-second-10-double-shortest-32,left,shortest,double,single,2026-03-17T22:04:57Z,barchart,second,10,double,shortest,32,TRUE,TRUE,TRUE,TRUE,study,TRUE
1106,60a2a8570a0f9cc00d6b9d1a,1425,1,81,barchart-second-16-same-shortest-33,right,shortest,same,single,2026-03-17T22:04:59Z,barchart,second,16,same,shortest,33,TRUE,TRUE,TRUE,TRUE,study,TRUE
1107,60a2a8570a0f9cc00d6b9d1a,1735,1,82,barchart-second-17-double-shortest-34,right,shortest,double,single,2026-03-17T22:05:01Z,barchart,second,17,double,shortest,34,TRUE,TRUE,TRUE,TRUE,study,TRUE
1108,60a2a8570a0f9cc00d6b9d1a,2004,1,83,barchart-second-16-random-shortest-35,right,shortest,random,single,2026-03-17T22:05:04Z,barchart,second,16,random,shortest,35,TRUE,TRUE,TRUE,TRUE,study,TRUE
1109,60a2a8570a0f9cc00d6b9d1a,1510,1,84,barchart-second-03-same-shortest-36,right,shortest,same,single,2026-03-17T22:05:06Z,barchart,second,3,same,shortest,36,TRUE,TRUE,TRUE,TRUE,study,TRUE
1110,60a2a8570a0f9cc00d6b9d1a,1465,1,85,barchart-second-18-same-shortest-37,right,shortest,same,single,2026-03-17T22:05:08Z,barchart,second,18,same,shortest,37,TRUE,TRUE,TRUE,TRUE,study,TRUE
1111,60a2a8570a0f9cc00d6b9d1a,1057,1,86,barchart-second-30-double-shortest-38,left,shortest,double,single,2026-03-17T22:05:10Z,barchart,second,30,double,shortest,38,TRUE,TRUE,TRUE,TRUE,study,TRUE
1112,60a2a8570a0f9cc00d6b9d1a,1410,1,87,barchart-second-28-double-shortest-39,right,shortest,double,single,2026-03-17T22:05:12Z,barchart,second,28,double,shortest,39,TRUE,TRUE,TRUE,TRUE,study,TRUE
1113,60a2a8570a0f9cc00d6b9d1a,1314,1,88,barchart-second-05-random-shortest-40,left,shortest,random,single,2026-03-17T22:05:14Z,barchart,second,5,random,shortest,40,TRUE,TRUE,TRUE,TRUE,study,TRUE
1114,60a2a8570a0f9cc00d6b9d1a,1466,1,89,barchart-second-13-double-shortest-41,left,shortest,double,single,2026-03-17T22:05:16Z,barchart,second,13,double,shortest,41,TRUE,TRUE,TRUE,TRUE,study,TRUE
1115,60a2a8570a0f9cc00d6b9d1a,1115,1,90,barchart-second-21-double-shortest-42,left,shortest,double,single,2026-03-17T22:05:18Z,barchart,second,21,double,shortest,42,TRUE,TRUE,TRUE,TRUE,study,TRUE
1116,60a2a8570a0f9cc00d6b9d1a,1344,1,91,barchart-second-08-same-shortest-43,left,shortest,same,single,2026-03-17T22:05:20Z,barchart,second,8,same,shortest,43,TRUE,TRUE,TRUE,TRUE,study,TRUE
1117,60a2a8570a0f9cc00d6b9d1a,1964,1,92,barchart-second-15-double-shortest-44,right,shortest,double,single,2026-03-17T22:05:23Z,barchart,second,15,double,shortest,44,TRUE,TRUE,TRUE,TRUE,study,TRUE
1118,60a2a8570a0f9cc00d6b9d1a,1214,1,93,barchart-second-23-same-shortest-45,right,shortest,same,single,2026-03-17T22:05:25Z,barchart,second,23,same,shortest,45,TRUE,TRUE,TRUE,TRUE,study,TRUE
1119,60a2a8570a0f9cc00d6b9d1a,1268,1,94,barchart-second-19-same-shortest-46,left,shortest,same,single,2026-03-17T22:05:27Z,barchart,second,19,same,shortest,46,TRUE,TRUE,TRUE,TRUE,study,TRUE
1120,60a2a8570a0f9cc00d6b9d1a,2390,1,95,barchart-second-25-random-shortest-47,right,shortest,random,single,2026-03-17T22:05:30Z,barchart,second,25,random,shortest,47,TRUE,TRUE,TRUE,TRUE,study,TRUE
1510,63767a851344bd887e00249e,2920,1,0,barchart-first-29-same-shortest-0,left,shortest,same,dual,2026-03-18T15:04:23Z,barchart,first,29,same,shortest,0,TRUE,TRUE,TRUE,TRUE,study,TRUE
1511,63767a851344bd887e00249e,1875,1,1,barchart-first-18-same-shortest-1,right,shortest,same,dual,2026-03-18T15:04:27Z,barchart,first,18,same,shortest,1,TRUE,TRUE,TRUE,TRUE,study,TRUE
1512,63767a851344bd887e00249e,1605,1,2,barchart-first-21-random-shortest-2,left,shortest,random,dual,2026-03-18T15:04:30Z,barchart,first,21,random,shortest,2,TRUE,TRUE,TRUE,TRUE,study,TRUE
1513,63767a851344bd887e00249e,4048,1,3,barchart-first-08-random-shortest-3,left,shortest,random,dual,2026-03-18T15:04:36Z,barchart,first,8,random,shortest,3,TRUE,TRUE,TRUE,TRUE,study,TRUE
1514,63767a851344bd887e00249e,2288,1,4,barchart-first-23-double-shortest-4,right,shortest,double,dual,2026-03-18T15:04:40Z,barchart,first,23,double,shortest,4,TRUE,TRUE,TRUE,TRUE,study,TRUE
